location_id,battery_level,status,current_trip_id,car_id,eta_to_dropoff,eta_to_pickup,charging_station_id
123,95.72180658320748,charging,,c8e7d5d2-caa4-449c-9b3f-012002e1fdae,2024-01-31T22:27:10.610078146,2024-01-31 21:46:56.610078146,106e7bd2-e23b-480c-a821-a091a17727c1
162,134.21229312193316,en_route_with_client,3d1e7a91-048a-4338-b68e-b5febfd48901,422ff41a-8b28-48c0-ae59-859679dc1678,2024-02-01T00:11:29.748375116,2024-01-31 23:41:53.748375116,a57fcc48-14d4-4ae6-8851-c7def0bc5c06
71,112.64006117525747,charging,,efdd3ef1-98e8-41be-94b6-bf113e4824bd,2024-01-31T22:26:32.867398044,2024-01-31 22:17:48.867398044,aa195620-8250-4458-8898-87750abf90e4
167,166.03028544994532,en_route_with_client,fbf0fc53-91ef-4db4-b0dd-6bf215a1a691,f671c233-3184-4d89-92f9-37f6324a3fff,2024-02-01T00:02:50.484895132,2024-01-31 23:50:31.484895132,f44f2ccd-c58e-4ec2-aee0-1ffefd8a5df5
254,29.59385711565237,en_route_to_client,3776ab0d-f707-4e2a-aada-d6e4236415fd,609534c3-f5ca-4739-9359-3aec6d2e9b46,2024-02-01T00:25:04.178949554,2024-02-01 00:03:46.178949554,9fb57b0c-2d03-4a32-aa29-7fe5192f54d0
176,85.01223465040052,en_route_to_client,c641ff7f-a36e-41e9-aae0-75761e208809,e0263e1f-e118-4656-9ed6-d85cb8190a5b,2024-02-01T00:11:17.647377939,2024-02-01 00:03:44.647377939,a07ce8a8-9b06-4d0a-8679-03187610f082
181,142.8965254393428,charging,,4edb31a0-0646-470d-9010-5435d5881674,2024-01-31T21:53:01.339743590,2024-01-31 21:27:10.339743590,fb023ad1-89db-43e3-bbd7-aac9eb6b85a3
26,208.848757152732,en_route_with_client,d4a595de-77cd-4253-86d6-616ea73b5369,383f3aea-bc88-432c-8905-b1f7c18d5e9d,2024-02-01T00:12:59.699787347,2024-01-31 23:54:49.699787347,27804e79-2415-4e9e-917c-57aa5c947509
173,238.0586310337885,en_route_to_client,d2a3b5e9-ffb7-495d-9a3a-099c246b8021,f9994009-56bf-471e-9eda-ec0c807cce28,2024-02-01T00:20:57.530288910,2024-02-01 00:02:37.530288910,36b3b6f7-12f3-46dd-a39f-2ac7e3dff744
250,200.30821996035436,en_route_with_client,27875089-e386-4203-8e20-0af028334014,27ef21b9-9c9e-4923-ba4f-a2ce18f66c38,2024-02-01T00:04:06.572829819,2024-01-31 23:45:45.572829819,a2d4131f-8b73-4cf6-ab2b-db98488a0abc
7,57.97981595808488,en_route_with_client,f05c7904-8daa-472a-8f87-7a73dafa6cd7,f709deaf-a861-4dd3-9fa3-d7fcaa71151a,2024-02-01T00:08:09.765491822,2024-01-31 23:54:14.765491822,a58c63fb-00e3-402c-836d-a2bba01222b1
48,286.12738560694754,en_route_to_client,6b62f902-97dd-4367-b47e-e6b47252dfa0,9470a9d4-0c38-48d6-8d48-493084b735b5,2024-02-01T00:13:34.311543235,2024-02-01 00:03:23.311543235,9f95f6bb-d74c-43e9-8ce6-e92e0b2edf81
72,178.71688260512818,en_route_with_client,cd6a53ea-413d-4aad-a1b4-6a0447765fdc,c767b1fe-3451-4f2a-a323-ff970f752eba,2024-02-01T00:01:14.265275206,2024-01-31 23:51:16.265275206,92736936-f6b3-48aa-b778-9d857b5bbdec
254,51.13566972868505,en_route_to_client,357c3ad8-fb36-4335-b413-025cd6c7ab2f,0fac5358-fa29-4ad5-95df-2bd996a90776,2024-02-01T00:25:08.178949554,2024-02-01 00:10:46.178949554,0d56e521-2eb6-45a8-9c5a-844054bb35bd
90,180.59590986849344,en_route_with_client,b7abe246-b826-4fa8-ac73-e566d50799be,c5bc4720-adeb-4e17-8b6a-efb0e18db872,2024-02-01T00:05:00.921104536,2024-01-31 23:49:55.921104536,d576cbb8-7ea1-4cd6-9a98-d564eea1fd1c
72,174.28484516190358,en_route_to_client,1da19b63-d147-4802-9b2d-c74fc2109f38,b934775d-f40c-4f48-bb25-95cc92114225,2024-02-01T00:19:26.711957769,2024-02-01 00:07:45.711957769,09ba6529-5253-4072-8ba3-b954e69e6933
127,103.98711461342454,en_route_with_client,6247b2f6-9a35-499c-8dc0-789b68891593,f3f312fd-c5dc-480d-97af-cf931816c980,2024-02-01T00:13:09.800650558,2024-01-31 23:48:46.800650558,648f0940-cee6-4602-b432-a19838fad948
17,296.66513757133094,en_route_with_client,b3557f52-28bb-4b63-8572-6be60ef35fce,a7766993-64a7-4019-a91a-1649a6013b9c,2024-02-01T00:00:52.605444582,2024-01-31 23:45:38.605444582,f7a1a248-2a44-4ba3-9ba0-c3aaa8e918cf
71,41.79880962736834,en_route_with_client,7e61c1af-4010-45ff-a1a2-0783e82d8af8,99f1b7d1-bca5-41f6-b379-2fda87ff5733,2024-02-01T00:21:13.495158167,2024-01-31 23:53:58.495158167,ce48d4bc-6282-45ad-92f5-da0d8111b815
123,221.98179780353456,en_route_with_client,456e4c49-a66d-4fe0-9234-2a2c7afdd321,45921a1e-0c03-4e41-82e5-fa92cc246bcb,2024-02-01T00:16:54.590646348,2024-01-31 23:45:34.590646348,6fdc00dd-3d67-4f75-b8fe-8a2968367f1d
194,144.00772000505324,en_route_with_client,e4f1d635-23f7-47f3-8038-ae17287d864a,d221f565-e658-488d-9033-6a1102f1607d,2024-02-01T00:20:13.478260870,2024-01-31 23:53:03.478260870,2d3d2f29-7104-4a49-8326-79e18481cb6f
33,125.48564634352817,en_route_with_client,8eec9d0c-9733-408a-b2cf-2249ea0a4a12,de1eea86-6e2c-4452-8eb0-ed795a09fd66,2024-02-01T00:07:19.317924528,2024-01-31 23:47:51.317924528,d576cbb8-7ea1-4cd6-9a98-d564eea1fd1c
249,30.826092742423043,en_route_with_client,62104c34-4aa1-40dd-921d-414656b228f8,70b812a8-7a65-4b00-a96e-51f1f2d22967,2024-02-01T00:03:20.246951220,2024-01-31 23:35:16.246951220,ec7b625c-f9ca-4230-b2f7-16ebd533ba00
81,130.91055359425533,charging,,81f2e659-6b3e-4f42-935a-37e98c49bfc8,2024-01-31T22:05:17.090909091,2024-01-31 22:00:15.090909091,3ee0d527-3f21-4355-8761-1c56cea5d9f5
82,47.73493579745646,en_route_with_client,ab7503e1-00dd-4edd-9026-7e043a1c7998,0add3463-118e-4a02-86f9-37a98ecf3c7b,2024-02-01T00:10:22.299628702,2024-01-31 23:58:27.299628702,7f9d5028-ad1a-4cb1-aa3d-398579c448ae
52,41.962264916577666,en_route_with_client,dc0435c1-c21c-4fe8-82cb-863c79876b69,3c58f6b5-f4a9-455c-b93a-b6f5cf1cae1a,2024-02-01T00:04:49.588141026,2024-01-31 23:46:12.588141026,106e7bd2-e23b-480c-a821-a091a17727c1
174,22.882819416642413,en_route_with_client,38415c8b-3ddc-4959-942d-bec160f8f11a,dd154f73-a471-4085-a56a-243da9b6606d,2024-02-01T00:00:53.434985035,2024-01-31 23:49:20.434985035,2069bccf-a8b1-4c25-ad79-217708158710
76,171.34721094088232,en_route_with_client,fa562bdc-cba2-4f71-a5a2-313a9395cb54,4519d782-d2db-4438-8d01-f55023a000c6,2024-02-01T00:06:11.630281915,2024-01-31 23:49:09.630281915,aa195620-8250-4458-8898-87750abf90e4
233,10.552083636316796,en_route_with_client,a372d647-479e-4f6f-ad78-d9d646bd382b,be72ad88-0fa3-449f-bea9-0bb8507ec528,2024-02-01T00:02:57.315508021,2024-01-31 23:40:22.315508021,e2da4838-3958-4a25-8175-1cb5e166ca54
