location_id,battery_level,status,current_trip_id,car_id,eta_to_dropoff,eta_to_pickup,charging_station_id
169,61.064927059649264,en_route_to_client,11f673ce-d086-4698-b353-e239fbe0ddee,29880395-2ba9-4b94-8aac-f27974763029,2024-02-01T00:15:37.042587601,2024-02-01 00:05:12.042587601,5ed0d3cb-6948-45c6-9afe-257f2b88a29d
127,57.61025536302078,en_route_with_client,0664fd02-bdca-42d5-a720-a4ea4931f686,2cc66c6e-7268-4da1-98ac-33d278e8bbbf,2024-02-01T00:13:39.383988592,2024-01-31 23:56:00.383988592,22eabe57-abbd-479f-a297-9bdc68313d6d
224,39.14744800279817,charging,,19d2d010-a360-458b-93eb-e4ecca319b21,2024-01-31T23:38:04.008196721,2024-01-31 23:28:58.008196721,09c79840-a176-42eb-8f0e-9834ed0e395a
23,277.24204351800137,en_route_with_client,8150b733-a2a2-45cc-a377-c29a4473d51f,9f68606f-b251-46c7-8dc2-c1a1ebfba245,2024-02-01T00:01:48.943977591,2024-01-31 23:56:07.943977591,22eabe57-abbd-479f-a297-9bdc68313d6d
37,208.07210833749562,en_route_with_client,6152be22-2577-4969-9f40-ab46157618af,159a9595-21f4-47e3-8d4d-dff97c4c780b,2024-02-01T00:07:09.275106313,2024-01-31 23:51:56.275106313,ff02ab23-4fed-4e03-97a7-0b781f004a35
188,255.9210990878694,en_route_to_client,fc6170f3-8018-44f0-bdf5-a15c64a90b00,2e3c9441-b2e6-46b7-807c-03118f14e684,2024-02-01T00:16:52.120572866,2024-02-01 00:05:03.120572866,09c79840-a176-42eb-8f0e-9834ed0e395a
56,231.04246063835228,en_route_with_client,d75ff1c9-c464-4b4e-8d6e-3c3360c42976,455b737f-1ce2-4b51-8cab-6f2b8401f192,2024-02-01T00:07:26.116968699,2024-01-31 23:56:36.116968699,ff02ab23-4fed-4e03-97a7-0b781f004a35
218,157.80300940233707,charging,,b5cf251a-7647-4d99-943a-53800c44cee3,2024-01-31T21:38:39.458882855,2024-01-31 21:29:54.458882855,f458f663-43ea-497e-b123-741ccbad587c
263,35.17600643892256,charging,,92db4414-e8e7-4424-b03e-4a54185343ce,2024-01-31T23:43:57.809045726,2024-01-31 23:21:31.809045726,e0b3bbbd-adc7-4f95-988b-f1433ced3f99
223,217.11901330986797,charging,,2becf191-3f84-4e51-82f1-10a6528b7bd7,2024-01-31T20:32:16.615384615,2024-01-31 20:07:44.615384615,e0b3bbbd-adc7-4f95-988b-f1433ced3f99
241,58.102630833278695,en_route_with_client,3c37f3ed-fa51-4280-afb0-de7d9a3ed381,c3464fde-f97a-447d-95ef-cffa3381afbc,2024-02-01T00:07:40.067025440,2024-01-31 23:54:36.067025440,22eabe57-abbd-479f-a297-9bdc68313d6d
61,134.25298010086712,en_route_to_client,b74bb493-8c12-4aa9-ac7b-7c378933514c,a1e49d4e-c269-4db3-9a11-cef2de283d1a,2024-02-01T00:52:14.293557242,2024-02-01 00:09:26.293557242,f458f663-43ea-497e-b123-741ccbad587c
168,262.2107599127509,en_route_to_client,bca2f63b-81a4-4cb8-8083-3041f04e530b,68d6351b-4e37-43ed-a5f9-0225137912a5,2024-02-01T00:14:38.329285381,2024-02-01 00:07:10.329285381,e1e4584a-447d-4dcb-95a5-a0c4b79ac428
256,125.89534959829484,en_route_with_client,90cb2232-18a1-4ab3-a413-414e9f3624b4,c7dfafbb-7c39-42d2-8704-4bbab2ae4503,2024-02-01T00:05:01.809045726,2024-01-31 23:58:31.809045726,e0b3bbbd-adc7-4f95-988b-f1433ced3f99
130,34.78268361498566,charging,,b6b169ae-306c-43e5-8bcd-7a4ad5f1fbfd,2024-01-31T23:35:53.133688061,2024-01-31 22:59:26.133688061,f76e01ce-108a-4def-9608-c894841b3003
148,276.2089494765645,charging,,0308091b-e303-43ca-9e80-e896cb2f1136,2024-01-31T19:41:38.182645206,2024-01-31 19:25:02.182645206,e0b3bbbd-adc7-4f95-988b-f1433ced3f99
216,9.775324435238362,en_route_to_client,efc85ee1-36ca-4333-9ca3-f9cf785053b6,de72dde1-bdb2-4536-a960-1fa4291e1d60,2024-02-01T00:32:22.600459902,2024-02-01 00:08:09.600459902,09c79840-a176-42eb-8f0e-9834ed0e395a
130,113.64361563458417,en_route_to_client,fbd1ac86-1733-4c3f-8601-f1d168ad0a6d,07a19f4e-ac7a-4641-bdeb-68a5c64208b0,2024-02-01T00:19:11.838952014,2024-02-01 00:08:21.838952014,2fcc1c50-578f-4155-bf88-dd4a79db03ba
265,115.0427253781857,en_route_to_client,27dea855-61e6-42d9-999e-a6e6a1976b01,cf614fb0-11a1-45d2-ab75-ba381ded16db,2024-02-01T00:17:34.000000000,2024-02-01 00:03:25.000000000,3a1997b6-716c-406c-a5b5-1835fdce6aa6
3,230.04900694409625,en_route_with_client,be9d0005-7613-42bb-887f-fd16e65eafe7,d3b9bcaa-cbec-41bd-9069-8c5aa5243033,2024-02-01T00:19:51.562500000,2024-01-31 23:56:59.562500000,e1e4584a-447d-4dcb-95a5-a0c4b79ac428
181,59.570184843579106,en_route_to_client,8cd4f438-9d9b-4a2e-b3db-cb0a6b0746be,0298b0a6-21bd-45dd-88d0-d21b37dcbc75,2024-02-01T00:21:51.304283165,2024-02-01 00:08:24.304283165,09b25a67-784a-4b4f-a700-36307bbc9530
121,248.72942828005014,en_route_with_client,51cf8556-3ce9-47e4-b2a8-2e56c283ed9a,95fff1ca-f850-45e2-9789-920638043303,2024-02-01T00:10:45.103759398,2024-01-31 23:53:41.103759398,f76e01ce-108a-4def-9608-c894841b3003
