location_id,status,current_trip_id,car_id,eta_to_dropoff,eta_to_pickup
241,idle,,a448f2ba-ea35-48df-bd94-81a591e5c485,2024-01-31T21:19:25.136043360,2024-01-31 21:09:58.136043360
148,idle,,11af2e70-8a93-4118-92ea-0cb09e766ebc,2024-01-31T21:24:24.964363795,2024-01-31 21:03:03.964363795
3,idle,,2eec785c-bffd-4385-a6ba-059a869428e3,2024-01-31T21:22:34.830142180,2024-01-31 21:11:37.830142180
82,idle,,c9f2fd9d-1127-4889-ac54-f956237924ec,2024-01-31T21:26:02.952635128,2024-01-31 21:09:54.952635128
256,idle,,21a54c5f-e19a-48e5-bb4d-566507bdfb0c,2024-01-31T21:27:16.991433247,2024-01-31 21:18:54.991433247
188,idle,,937263f1-0089-4c55-bd4c-cd1dd5e8cdce,2024-01-31T21:18:34.751579422,2024-01-31 21:02:04.751579422
86,idle,,aa58c0f8-6af3-4aaa-b2fd-22811bb5add7,2024-01-31T21:49:19.193665158,2024-01-31 21:15:59.193665158
147,idle,,e5286f60-5aa6-4681-8e92-645fd6c30f97,2024-01-31T21:20:25.136043360,2024-01-31 20:59:58.136043360
229,idle,,cc19d740-72fd-4d17-92d2-aeda8233d622,2024-01-31T21:19:46.610078146,2024-01-31 20:55:56.610078146
82,idle,,6f0213e9-048e-4f7e-a71a-25fbe0d56c73,2024-01-31T21:16:18.964363795,2024-01-31 21:06:03.964363795
14,idle,,157f3723-af04-41ab-a93e-5e8654041e02,2024-01-31T21:27:04.458625526,2024-01-31 21:02:31.458625526
216,idle,,185496cd-17ce-46a1-9512-b9711d2bba34,2024-01-31T21:17:57.339743590,2024-01-31 20:55:10.339743590
89,idle,,760ec386-41c6-44b9-9906-8b2b83f1b5ef,2024-01-31T21:33:09.263924025,2024-01-31 21:13:17.263924025
48,idle,,28c7ddaa-f254-4c6e-9bc4-7f0161d2dbb4,2024-01-31T21:50:44.663183280,2024-01-31 21:24:47.663183280
258,idle,,1ab5c20c-45e8-495b-bfba-6e7821d9fae8,2024-01-31T21:33:12.765491822,2024-01-31 21:10:14.765491822
95,idle,,96669bc0-7ff8-484e-b558-6053d43ffd6a,2024-01-31T21:22:08.027624309,2024-01-31 21:10:19.027624309
69,idle,,b2948edf-4b7e-481d-afba-2298938bb329,2024-01-31T21:26:42.329285381,2024-01-31 21:17:10.329285381
142,idle,,a58b7656-b4b4-42aa-ac6b-de8b5ef12e54,2024-01-31T21:22:23.245792315,2024-01-31 21:09:32.245792315
42,idle,,6533ac12-3bee-445a-9ec9-e9268e4de350,2024-01-31T21:42:08.992930086,2024-01-31 21:29:36.992930086
60,idle,,a4715a47-c0ef-4ed5-9edb-3b1fb2b135a6,2024-01-31T21:42:12.436458333,2024-01-31 21:22:19.436458333
148,idle,,b3ceb8c0-be3e-4bfa-bfe9-4845bb1d914c,2024-01-31T21:39:12.182660851,2024-01-31 21:19:03.182660851
97,idle,,3bf9dae6-b406-415e-9d95-164cb5ad623a,2024-01-31T21:29:07.174153749,2024-01-31 21:11:05.174153749
130,idle,,a22c51b8-2140-4156-9ec6-a5d02572b7db,2024-01-31T21:30:36.690035053,2024-01-31 21:22:39.690035053
44,idle,,c0166cdb-150f-48f4-b7f3-07ef49873656,2024-01-31T21:29:52.563577586,2024-01-31 21:11:15.563577586
83,idle,,a1f02f0f-9281-402c-8340-76314dc8fb35,2024-01-31T21:26:45.552930884,2024-01-31 21:17:36.552930884
138,idle,,5b7bfb8c-3b1f-40ba-a0f0-515e3929feb5,2024-01-31T21:51:13.000000000,2024-01-31 21:15:02.000000000
265,idle,,9cede008-c5d9-456b-b093-a472a705369e,2024-01-31T21:13:54.149087799,2024-01-31 20:36:23.149087799
215,idle,,a4ab6090-e0c8-43f2-8235-533e78cc1298,2024-01-31T21:19:21.183620951,2024-01-31 21:06:10.183620951
265,idle,,b68e267b-1a0e-455b-871d-ea01894774a3,2024-01-31T21:32:18.820661357,2024-01-31 21:21:15.820661357
13,idle,,2e51633c-c53d-4a88-99fc-f32a04b1e55d,2024-01-31T21:38:15.465987512,2024-01-31 21:19:01.465987512
179,idle,,65d7c35b-a47e-44e9-80a5-3bb976b898c9,2024-01-31T21:23:20.564378848,2024-01-31 21:00:11.564378848
245,idle,,3dc8b5c4-f4d6-4cc3-93b1-703ffa93c22b,2024-01-31T21:24:24.574078450,2024-01-31 21:12:12.574078450
248,idle,,853bfda1-cbb0-4d3c-8396-1d4d55648a2c,2024-01-31T21:19:40.102325581,2024-01-31 21:09:46.102325581
120,idle,,6d7a4c82-6066-45ee-af43-e05f44229535,2024-01-31T21:25:58.193665158,2024-01-31 21:03:59.193665158
116,idle,,b445312e-b058-4864-a059-b369af0cae30,2024-01-31T21:24:34.867878983,2024-01-31 21:18:06.867878983
