location_id,status,current_trip_id,car_id,eta_to_dropoff,eta_to_pickup
23,idle,,7fbb47e6-da36-4eee-b8d8-4f25f5b8b697,2024-01-31T23:48:55.574078450,2024-01-31 23:33:12.574078450
265,idle,,8dcc864d-1881-4b04-ad46-b9bfbb107f1b,2024-01-31T22:18:27.566767830,2024-01-31 21:53:45.566767830
87,en_route_to_client,b966f1a9-e219-4a83-b2bf-e461ca14c892,e9d13992-8538-433f-8b09-ed79330956a7,2024-02-01T00:11:56.808385933,2024-02-01 00:05:03.808385933
39,idle,,f610c95c-1ed1-45e7-8c5f-980993f05bad,2024-01-31T22:53:04.055830707,2024-01-31 22:34:12.055830707
241,en_route_with_client,86c823e4-a11a-450c-a2b3-83a2a998a33f,28e0f4cc-a3da-4f61-a404-2622fed2c6f3,2024-02-01T00:08:03.271506236,2024-01-31 23:58:24.271506236
246,en_route_to_client,59a45d24-4f76-49aa-a55d-f57aa250f503,0495cb02-7263-4cd0-9b0e-4f1e086fd877,2024-02-01T00:21:51.598435973,2024-02-01 00:01:59.598435973
259,idle,,bd1fb6f9-4179-4655-b740-29093046f59f,2024-01-31T20:41:39.523364485,2024-01-31 20:25:26.523364485
200,en_route_with_client,719c096b-dacd-4a80-a7c2-8248e71c9471,01a109b1-d425-4827-9573-b123baef292d,2024-02-01T00:03:38.114521842,2024-01-31 23:53:53.114521842
4,en_route_with_client,3f48e022-fbd6-4d34-88a3-6e48cf2f80f5,686d74c7-2ade-4dc9-9762-dde3a95b7053,2024-02-01T00:10:17.305582762,2024-01-31 23:59:06.305582762
231,en_route_with_client,43138c84-4586-428d-88e0-2f983a877f51,8fef2c6c-02dd-4b76-9c52-eba110c4601c,2024-02-01T00:01:06.507936508,2024-01-31 23:30:01.507936508
37,idle,,525b6008-4df0-4f59-b3eb-c20d5b900391,2024-01-31T22:41:43.346413502,2024-01-31 22:12:53.346413502
14,en_route_to_client,df1e91ef-4f52-4c6e-bd55-409ebb985ae6,d849152b-aab3-47f9-99b5-23a4e28e1ee6,2024-02-01T00:06:54.144595641,2024-02-01 00:01:01.144595641
181,en_route_with_client,311874a9-d981-43c1-b420-e5416ec12612,b8b8da27-8b7b-45be-a549-ba103bacc980,2024-02-01T00:10:31.272648892,2024-01-31 23:27:41.272648892
61,idle,,5a73e9ff-25ab-4ec6-9610-8d39fb01c244,2024-01-31T23:47:51.534994221,2024-01-31 23:34:14.534994221
167,idle,,ce87e400-f112-4069-864d-de57b7abce77,2024-01-31T23:08:23.095772787,2024-01-31 22:58:51.095772787
61,idle,,8e45ec3c-4843-4b3e-90b6-f4c6e261ae3a,2024-01-31T23:48:11.991433247,2024-01-31 23:16:54.991433247
107,en_route_with_client,451d5e08-98f5-42e9-97a5-63a54b82e5d2,d485ab39-c66c-4508-96e0-51cd722c117b,2024-02-01T00:22:07.036927622,2024-01-31 23:53:16.036927622
178,idle,,38a3452c-f104-4dd2-8b2c-786d078d8feb,2024-01-31T21:22:34.756086957,2024-01-31 21:10:39.756086957
210,en_route_with_client,7e972986-8403-434a-b67a-9cfef7457443,a712cbdb-d013-4cf0-8311-b9c326b55df8,2024-02-01T00:05:07.780096308,2024-01-31 23:59:08.780096308
255,idle,,75f5768f-75c6-4083-943f-d134e38e0668,2024-01-31T23:56:33.982821447,2024-01-31 23:44:03.982821447
230,idle,,b2a850d9-fd40-41f4-9dfd-b16267415a58,2024-01-31T23:59:44.924338624,2024-01-31 23:48:49.924338624
47,idle,,1f677da3-a270-479d-bf43-93cf901e24bc,2024-01-31T23:33:11.993621545,2024-01-31 23:22:36.993621545
133,idle,,e1651481-1b85-4bda-8fbd-85f54e2321b6,2024-01-31T23:55:07.228374211,2024-01-31 23:33:16.228374211
17,idle,,508192a5-56ae-4cb9-909c-d7d14a8f13db,2024-01-31T22:44:53.287325677,2024-01-31 22:31:52.287325677
230,idle,,2e1591e6-c4f1-4a35-8ad5-ae471389fae5,2024-01-31T23:58:35.841088674,2024-01-31 23:50:39.841088674
146,idle,,6e7d2e14-b764-4b55-b265-c58cf6dc2a43,2024-01-31T23:55:31.765491822,2024-01-31 23:50:14.765491822
90,en_route_with_client,6aaed966-91a5-417c-9a4e-c50d443a7d3a,cdc26995-8275-4c5d-be3f-8d24f0ae0e53,2024-02-01T00:01:24.693478261,2024-01-31 23:55:01.693478261
229,en_route_with_client,9202a675-3277-42ba-9059-5c9aad3a85fb,431a7b06-26b4-4856-a3bd-d1a78ea63dde,2024-02-01T00:03:00.346413502,2024-01-31 23:36:53.346413502
225,en_route_with_client,64e50a83-c851-4fa7-a7d7-6a6e4f89d39c,7ad2cb83-40da-4deb-b761-ee2dbc021b8b,2024-02-01T00:02:19.534994221,2024-01-31 23:35:14.534994221
179,en_route_with_client,aa9169b2-94a8-4e2e-908d-485cfc8b83d9,213b5401-47bf-441c-9849-29d2decff169,2024-02-01T00:03:13.735109718,2024-01-31 23:50:28.735109718
164,en_route_to_client,d9908935-7f0b-44ed-bfb0-25699b7ce5b8,10918d2e-0293-40f1-91b6-051666e71a82,2024-02-01T00:24:59.373846597,2024-02-01 00:09:32.373846597
112,en_route_with_client,f7e18156-7851-4cc9-a465-b50fbf4e0318,0b5ab90c-f0fe-4bce-92c2-04800c99e6f4,2024-02-01T00:14:27.991433247,2024-01-31 23:56:54.991433247
168,en_route_with_client,7dff2b53-07e1-4276-94a7-9716fa1ee9e3,c21306b4-3ad9-4cc2-a9f6-bd0b21329256,2024-02-01T00:10:45.683417936,2024-01-31 23:56:43.683417936
4,en_route_with_client,c2b05a77-ae78-4229-85ec-a7e12c5927b1,6c09b87f-831b-4613-9cb4-f2c93714b420,2024-02-01T00:15:49.305582762,2024-01-31 23:55:06.305582762
7,en_route_to_client,d29ebd2b-eca4-474c-9d52-289de8e44e1e,43c36f04-19f7-4d97-b783-038c35efe3e0,2024-02-01T00:30:00.507295811,2024-02-01 00:00:40.507295811
61,idle,,350cb1dd-03a4-4c5b-a9ba-fcd68a92ed4e,2024-01-31T23:37:01.998099943,2024-01-31 23:28:50.998099943
88,en_route_with_client,b4eae64c-68fd-4c0d-9345-2a50627618e1,805d95ac-d3f7-40a1-86a6-1876aa78fef3,2024-02-01T00:15:15.158054711,2024-01-31 23:50:29.158054711
61,idle,,1ddec038-da59-4ccf-8521-1805a59e2791,2024-01-31T22:58:20.382701422,2024-01-31 22:45:11.382701422
42,idle,,7709aaf6-461d-43bc-a33f-e30175ccdec9,2024-01-31T23:56:50.984092995,2024-01-31 23:47:15.984092995
42,idle,,9c1cf048-e66f-476b-91dc-5086aea32f14,2024-01-31T23:55:46.820661357,2024-01-31 23:38:15.820661357
89,idle,,8ec33727-f202-4d6a-a7e0-9100f8485ab6,2024-01-31T23:26:56.507295811,2024-01-31 22:50:40.507295811
17,idle,,4f7200c7-deb6-49a1-8cf7-fcf6425f6479,2024-01-31T22:33:24.564378848,2024-01-31 22:25:11.564378848
164,en_route_with_client,449b0346-9943-454f-8c57-673ecc6f871b,825e1c8f-a2d2-44d3-9fb3-bfc870f7b248,2024-02-01T00:08:45.314155629,2024-01-31 23:53:10.314155629
243,en_route_with_client,0664fd02-bdca-42d5-a720-a4ea4931f686,9b948a73-5713-4589-abcb-869475f7365c,2024-02-01T00:13:27.483493680,2024-01-31 23:55:48.483493680
48,en_route_with_client,b12d25e6-fc98-4e62-9ec8-606be958aa37,7a4182cd-927b-402b-83a0-15cc7bad24a5,2024-02-01T00:06:06.508238276,2024-01-31 23:54:28.508238276
60,en_route_with_client,b5831574-f39c-479c-be1d-84cf7c5d3d28,cebbe211-8660-4ef9-837e-2001265bec3a,2024-02-01T00:00:55.111455108,2024-01-31 23:52:35.111455108
265,idle,,bac39953-39aa-43a5-8be4-30954223f2c5,2024-01-31T22:31:56.921104536,2024-01-31 22:03:55.921104536
41,en_route_to_client,a606f76c-4b9f-4c90-97e0-8174e71eac7e,2fba423c-3c70-4a5c-ba04-f1d2ea177c91,2024-02-01T00:16:54.627287854,2024-02-01 00:00:22.627287854
82,idle,,8f886f6f-26c9-43e0-9ff6-7079901df254,2024-01-31T23:57:14.424047797,2024-01-31 23:39:53.424047797
56,idle,,1643c279-8de0-4ff8-9fc3-11e53fdf29a1,2024-01-31T23:56:11.299628702,2024-01-31 23:48:27.299628702
92,en_route_with_client,3ebb711e-28af-4bbb-b909-05bac1378e20,fc2eae99-ff9e-4e50-b306-05f051b2d82b,2024-02-01T00:09:01.464596634,2024-01-31 23:41:28.464596634
255,en_route_with_client,ec7f101c-72ae-4f5d-8649-a1b8a579b540,5a8a8e31-3686-4f92-92e1-51ae836bf955,2024-02-01T00:06:30.564378848,2024-01-31 23:50:11.564378848
7,idle,,7279a44c-2ab5-4815-a15e-104e9e566d2d,2024-01-31T23:52:13.272648892,2024-01-31 23:20:41.272648892
247,en_route_with_client,86b52b6c-046e-4294-9e8a-4390f683da2b,bade2efc-60e8-4255-ab67-09cbacb42244,2024-02-01T00:00:53.612084966,2024-01-31 23:45:09.612084966
126,idle,,5813e23f-6a49-45ca-9d2b-3f1b97911a78,2024-01-31T23:55:29.329285381,2024-01-31 23:43:10.329285381
37,en_route_with_client,facfc620-57f4-4dca-a9a5-d59db2c4c5c5,4228abba-3914-4a36-8a17-08b9ca43df54,2024-02-01T00:16:01.250795267,2024-01-31 23:59:48.250795267
112,idle,,06c8ea33-b1dc-4653-94a0-15edd2ff6714,2024-01-31T23:19:40.029589254,2024-01-31 23:02:59.029589254
233,en_route_with_client,28574cb1-c409-4f7d-9485-75d8eae1fbfd,0f759f7d-50cc-40eb-b1dc-1b159f2bbb1b,2024-02-01T00:15:00.841088674,2024-01-31 23:47:39.841088674
189,en_route_with_client,6544e100-6dfc-49d3-8e32-2536b3c1d802,d463da3e-c593-474a-89e3-f8fa13aa9123,2024-02-01T00:01:48.502342140,2024-01-31 23:35:40.502342140
265,idle,,e6d060f4-040d-4de9-bb59-a2851d94ab7e,2024-01-31T22:54:10.926940639,2024-01-31 22:16:55.926940639
236,en_route_with_client,54760fce-7bd6-4d3d-96f6-4b6789f0f36c,58cf8d0f-9391-46be-a34a-1addc77a8405,2024-02-01T00:04:10.009909166,2024-01-31 23:58:32.009909166
39,en_route_with_client,36a63423-394c-47ae-950b-05326380abbe,a4791b27-80d3-4963-872a-a2ba75e12fd8,2024-02-01T00:15:54.263924025,2024-01-31 23:49:17.263924025
174,en_route_with_client,673bdb6b-ee4e-4b46-b1c8-18c9f302c336,e03631be-681c-46ee-b029-f67fca748e65,2024-02-01T00:00:56.215034965,2024-01-31 23:54:59.215034965
17,idle,,fbfd331a-9f0e-450c-90e0-6bd51210914a,2024-01-31T23:56:09.275106313,2024-01-31 23:40:56.275106313
74,idle,,27177d9a-0c54-4e3d-a174-0aa8f1edd70a,2024-01-31T23:04:42.041978022,2024-01-31 22:34:49.041978022
42,idle,,766542a7-9ae0-4f4d-bb04-2c82557cccf1,2024-01-31T23:04:54.873460246,2024-01-31 22:52:17.873460246
127,idle,,2514e6ac-5d01-4100-a4e5-7b3b47fd3353,2024-01-31T22:34:55.245792315,2024-01-31 22:09:32.245792315
179,idle,,b5dbe53e-dfdd-476b-9bdb-2103618df43a,2024-01-31T23:37:40.550329257,2024-01-31 23:18:08.550329257
165,idle,,ff5c9705-0400-4195-bb05-68be1f68e2c0,2024-01-31T21:08:09.617198336,2024-01-31 21:00:22.617198336
254,idle,,f74f1cd5-b438-463f-b52b-6611dfb67665,2024-01-31T23:51:45.269179004,2024-01-31 23:35:18.269179004
262,en_route_with_client,aea79762-3976-48fb-ae48-98d81e6d9fd0,7a86612b-591b-45dc-bbd8-eb7b287dfdc7,2024-02-01T00:20:27.125056029,2024-01-31 23:41:29.125056029
265,idle,,73f0e5dd-e371-4573-86b9-1cb7f7e89803,2024-01-31T23:08:24.841088674,2024-01-31 22:35:39.841088674
132,en_route_to_client,0bf092a6-bc6c-4a4c-9f94-892b8ac8ef5f,ca8c6aaf-8faf-49ca-99fc-df1d0e0fbe9b,2024-02-01T00:14:56.696630877,2024-02-01 00:03:28.696630877
164,en_route_with_client,b75b5fdb-789a-4eac-a545-d9caac331566,43ea5c72-3daf-476a-a0c7-bbbd0280ff15,2024-02-01T00:11:27.465987512,2024-01-31 23:41:01.465987512
24,en_route_to_client,cb2b7315-6850-49c4-9f33-773838c354f8,274173cc-bb94-4b5d-ba08-134fdc562646,2024-02-01T00:20:51.039920160,2024-02-01 00:06:12.039920160
121,idle,,4e8c2187-ab8a-4d5f-a721-4304e1793c4a,2024-01-31T23:58:23.275106313,2024-01-31 23:37:56.275106313
145,en_route_with_client,8ed36f0a-3942-4cdb-9e07-763ca6077d4b,4cd4c214-991b-43b1-85f7-1eaa808a226a,2024-02-01T00:12:09.319752450,2024-01-31 23:39:28.319752450
246,en_route_with_client,2f9d51a2-d64c-4126-a596-98365a1cb4c5,0e7e17dd-bb90-40ee-8b2b-ab6835c84564,2024-02-01T00:09:17.598435973,2024-01-31 23:56:59.598435973
34,en_route_with_client,4524c652-7d41-45aa-8ea5-c4aa5d5fdfab,d720a63a-7426-4133-9652-1ea1b88f8c3f,2024-02-01T00:05:00.062597809,2024-01-31 23:24:58.062597809
221,en_route_to_client,19231998-f5e1-48d4-8d37-4f4d987b9970,53c0aea3-7e12-41df-8244-b6ad8b95006b,2024-02-01T00:16:41.326246618,2024-02-01 00:02:48.326246618
17,idle,,9e3dc464-2790-4469-a20b-e50aaaf06a53,2024-01-31T23:32:06.564378848,2024-01-31 23:14:11.564378848
265,idle,,7a589c90-50df-484d-b8d0-9464dadd9c2d,2024-01-31T21:35:30.926940639,2024-01-31 21:07:55.926940639
89,en_route_with_client,aafa1aa4-7729-4f0b-b678-2e02daca22a2,36ffad3e-90fa-4544-baea-f5d20e35510d,2024-02-01T00:01:08.751707830,2024-01-31 23:25:14.751707830
37,idle,,819aa738-9feb-43b2-b2ec-c80a44129217,2024-01-31T22:58:02.751579422,2024-01-31 22:39:04.751579422
89,idle,,f91b5c7e-17c6-4495-81d7-bea3e458ac92,2024-01-31T21:45:15.088309808,2024-01-31 21:25:55.088309808
49,en_route_to_client,65a932fc-4a63-4b0a-96a1-28df773cd381,96d5dad0-f679-41fa-a0dc-7ae6dae982f2,2024-02-01T00:17:32.029589254,2024-02-01 00:01:59.029589254
120,en_route_to_client,d95ac953-7a31-4761-9bc1-50bc9f38bf28,4dab7dcd-46cf-4b38-ba55-74d3cc0296b9,2024-02-01T00:15:29.124031008,2024-02-01 00:06:01.124031008
89,idle,,256c10de-be13-4bca-aa4a-0952b20f4331,2024-01-31T20:20:19.101873001,2024-01-31 19:46:58.101873001
7,idle,,1936bcb0-f79d-4287-80f5-2484a0358189,2024-01-31T23:58:36.676606468,2024-01-31 23:31:36.676606468
61,en_route_with_client,ebc6e930-340e-4f6d-b66c-b536eb4adaa3,2828e4b4-1902-4f33-9562-e47ff453e4c7,2024-02-01T00:05:27.995457495,2024-01-31 23:45:40.995457495
61,en_route_with_client,a67c5fb9-eab2-49d2-9704-bb4dc4d98c04,6b116966-7ad7-4f34-b88f-407ff4fd36e5,2024-02-01T00:03:36.088309808,2024-01-31 23:20:55.088309808
17,idle,,d3afb096-dfde-496d-ab41-946c7b0b3ac5,2024-01-31T23:49:44.991433247,2024-01-31 23:25:54.991433247
145,idle,,e97101cc-ac55-4b36-bbb9-2dfafd86558a,2024-01-31T23:52:58.587757982,2024-01-31 23:45:17.587757982
114,en_route_with_client,3c47f199-0b38-4aae-9fc1-e2283123f1f0,687c0003-f2fb-4576-a2a5-1c4f6bbef9d5,2024-02-01T00:22:19.940270822,2024-01-31 23:57:28.940270822
61,idle,,2912dece-b6b9-47d7-913f-e19d05f09bac,2024-01-31T23:00:36.120572866,2024-01-31 22:54:03.120572866
182,en_route_to_client,c8523509-ae80-4fd4-808a-ca573c6b0360,a2bacfa3-2c68-4e0e-a8a9-eb45e116399a,2024-02-01T00:44:12.077932099,2024-02-01 00:03:50.077932099
145,idle,,b62af7a5-5153-4f76-be3e-b46aa199ddf4,2024-01-31T23:54:51.055835240,2024-01-31 23:38:54.055835240
226,idle,,18e5839a-335b-4b5c-957c-8cfae5dffd46,2024-01-31T23:49:21.765491822,2024-01-31 23:43:14.765491822
225,en_route_with_client,3bba60d1-1651-471f-82ef-5fef43605420,fa630643-59eb-443c-b808-5e55718a7c91,2024-02-01T00:07:54.534994221,2024-01-31 23:28:14.534994221
61,idle,,32f50b65-a98e-4c84-9e99-15a2879392e9,2024-01-31T23:50:05.921104536,2024-01-31 23:17:55.921104536
108,idle,,1b4d2c30-957c-4d1f-aa2b-6e902d53b8ca,2024-01-31T23:22:38.756086957,2024-01-31 23:13:39.756086957
225,idle,,98229e05-fe37-4c8f-b6fd-7362e2984dac,2024-01-31T23:55:46.275106313,2024-01-31 23:43:56.275106313
35,en_route_to_client,280fe2df-6dde-4aca-a8b9-ebbe1e39187b,31408b30-47b7-4d7c-9e21-5a75ec7fa8bf,2024-02-01T00:12:22.751579422,2024-02-01 00:00:04.751579422
177,idle,,53e7af62-f8a9-480c-b283-275c3244ccbf,2024-01-31T20:05:24.061418392,2024-01-31 19:54:25.061418392
89,idle,,07948aaf-b4b3-4fca-93d2-ae8e8e7dbdad,2024-01-31T23:47:52.520124759,2024-01-31 23:27:30.520124759
17,idle,,9fddc333-1e2f-4d95-bdb9-65bbbbd19037,2024-01-31T23:43:44.259796358,2024-01-31 23:03:33.259796358
42,idle,,b164687d-9e90-4aeb-9512-cdbce6356533,2024-01-31T23:30:28.480000000,2024-01-31 23:08:52.480000000
189,en_route_to_client,c383fb11-be7f-4e23-b22d-ae510feb04e0,f19d0cc0-9f8c-456c-996c-e10dbf4da1b6,2024-02-01T00:13:48.912634876,2024-02-01 00:01:10.912634876
